uvig_id,UViG ID,Genome Name,Total Scaffolds,Lineage,Viral OTUs,geNomad Score,UViG Topology,UViG Source,Quality,Length,EstimatedCompleteness,Total CDS Count,Total tRNA Count,EstimatedContamination,UViG Origin,Ecosystem,Predicted Host Lineage,Host Detection Method
IMGVR_UViG_3300021278_000249,IMGVR_UViG_3300021278_000249,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Washington, United States - S.302 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00469931,0.72,Linear,Metatranscriptome,Low,2535,3.73,1,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021282_000114,IMGVR_UViG_3300021282_000114,"Metatranscriptome of estuarine water microbial communities from the Columbia River estuary, Oregon, United States - R1035 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00455612,0.76,Linear,Metatranscriptome,Unsure,4397,NA,4,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021282_000116,IMGVR_UViG_3300021282_000116,"Metatranscriptome of estuarine water microbial communities from the Columbia River estuary, Oregon, United States - R1035 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00471415,0.67,Linear,Metatranscriptome,Low,7644,7.19,8,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021283_000187,IMGVR_UViG_3300021283_000187,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Oregon, United States - S.587 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00469420,0.77,Linear,Metatranscriptome,Unsure,2390,NA,2,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021283_000193,IMGVR_UViG_3300021283_000193,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Oregon, United States - S.587 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00469588,0.74,Linear,Metatranscriptome,Low,4660,8.33,2,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021285_000055,IMGVR_UViG_3300021285_000055,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen5, Rep 1, Penicillin and Streptomycin",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_03885393,0.79,Linear,Metagenome,Low,6074,5.68,4,0,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Large intestine,;,
IMGVR_UViG_3300021287_000369,IMGVR_UViG_3300021287_000369,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Washington, United States - S.380 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00469439,0.75,Linear,Metatranscriptome,Unsure,2759,NA,3,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021287_000370,IMGVR_UViG_3300021287_000370,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Washington, United States - S.380 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00471383,0.72,Linear,Metatranscriptome,Unsure,3246,NA,3,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021287_000371,IMGVR_UViG_3300021287_000371,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Washington, United States - S.380 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00469649,0.79,Linear,Metatranscriptome,Low,2500,4.59,2,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021287_000373,IMGVR_UViG_3300021287_000373,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Washington, United States - S.380 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00471406,0.72,Linear,Metatranscriptome,Low,2972,4.71,1,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021292_000172,IMGVR_UViG_3300021292_000172,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Oregon, United States - S.493 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00469439,0.81,Linear,Metatranscriptome,Low,2551,4.7,2,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021292_000174,IMGVR_UViG_3300021292_000174,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Oregon, United States - S.493 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00469463,0.78,Linear,Metatranscriptome,Low,2500,2.69,2,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021292_000176,IMGVR_UViG_3300021292_000176,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Oregon, United States - S.493 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00471465,0.79,Linear,Metatranscriptome,Low,2588,4.45,2,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021296_000088,IMGVR_UViG_3300021296_000088,"Metatranscriptome of estuarine water microbial communities from the Columbia River estuary, Oregon, United States - R881 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00469624,0.77,Linear,Metatranscriptome,Unsure,2453,NA,3,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021297_000167,IMGVR_UViG_3300021297_000167,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Washington, United States - S.669 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00469588,0.74,Linear,Metatranscriptome,Low,5118,9.15,3,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021298_000222,IMGVR_UViG_3300021298_000222,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Washington, United States - S.460 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00469420,0.8,Linear,Metatranscriptome,Low,2168,3.84,2,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021298_000224,IMGVR_UViG_3300021298_000224,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Washington, United States - S.460 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00469653,0.8,Linear,Metatranscriptome,Low,2186,3.6,1,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021298_000227,IMGVR_UViG_3300021298_000227,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Washington, United States - S.460 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00469642,0.75,Linear,Metatranscriptome,Unsure,2467,NA,4,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021298_000235,IMGVR_UViG_3300021298_000235,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Washington, United States - S.460 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00471521,0.78,Linear,Metatranscriptome,Unsure,2753,NA,3,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021298_000236,IMGVR_UViG_3300021298_000236,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Washington, United States - S.460 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00469649,0.79,Linear,Metatranscriptome,Unsure,2460,NA,2,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021302_000274,IMGVR_UViG_3300021302_000274,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Washington, United States - S.270 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00469711,0.73,Linear,Metatranscriptome,Unsure,2410,NA,3,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021304_000362,IMGVR_UViG_3300021304_000362,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Washington, United States - S.300 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00471613,0.76,Linear,Metatranscriptome,Unsure,2558,NA,3,1,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021308_000139,IMGVR_UViG_3300021308_000139,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Washington, United States - S.462 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00469822,0.76,Linear,Metatranscriptome,Low,2467,4.05,2,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021308_000143,IMGVR_UViG_3300021308_000143,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Washington, United States - S.462 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00469420,0.79,Linear,Metatranscriptome,Low,2179,3.86,2,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021308_000151,IMGVR_UViG_3300021308_000151,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Washington, United States - S.462 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00469439,0.78,Linear,Metatranscriptome,Low,2512,4.63,2,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021308_000169,IMGVR_UViG_3300021308_000169,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Washington, United States - S.462 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00469931,0.71,Linear,Metatranscriptome,Low,2609,3.84,1,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021310_000123,IMGVR_UViG_3300021310_000123,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Bagasse, Gen5, Rep 2",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_03885604,0.87,Linear,Metagenome,Low,65949,18.18,81,23,52.97,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae;,k-mer match
IMGVR_UViG_3300021311_000046,IMGVR_UViG_3300021311_000046,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Bagasse, Gen10, Rep 2",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_03365866,0.96,Linear,Metagenome,Low,29420,24.02,35,0,67.52,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae;,k-mer match
IMGVR_UViG_3300021311_000053,IMGVR_UViG_3300021311_000053,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Bagasse, Gen10, Rep 2",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_03398560,0.94,Linear,Metagenome,Low,14293,19.66,16,0,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae;,k-mer match
IMGVR_UViG_3300021311_000055,IMGVR_UViG_3300021311_000055,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Bagasse, Gen10, Rep 2",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_03885683,0.97,Linear,Metagenome,Medium,52608,86.7,68,0,16.26,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae;,k-mer match
IMGVR_UViG_3300021311_000113,IMGVR_UViG_3300021311_000113,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Bagasse, Gen10, Rep 2",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_03885604,0.83,Linear,Metagenome,Low,64588,18.18,77,23,51.98,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae;,k-mer match
IMGVR_UViG_3300021313_000521,IMGVR_UViG_3300021313_000521,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Washington, United States - S.304 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00469900,0.77,Linear,Metatranscriptome,Low,2421,3.37,1,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021314_000345,IMGVR_UViG_3300021314_000345,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Washington, United States - S.671 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00469917,0.8,Linear,Metatranscriptome,Unsure,2347,NA,2,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021314_000350,IMGVR_UViG_3300021314_000350,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Washington, United States - S.671 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00469649,0.79,Linear,Metatranscriptome,Low,2503,4.59,2,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021318_000114,IMGVR_UViG_3300021318_000114,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen5, Rep 3",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_03885751,0.85,Linear,Metagenome,Low,7418,8.56,7,0,22.88,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Large intestine,;,
IMGVR_UViG_3300021329_000312,IMGVR_UViG_3300021329_000312,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Oregon, United States - S.625 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00469588,0.76,Linear,Metatranscriptome,Low,2628,3.75,1,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021329_000314,IMGVR_UViG_3300021329_000314,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Oregon, United States - S.625 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00473986,0.73,Linear,Metatranscriptome,Low,2297,3.56,2,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021348_000520,IMGVR_UViG_3300021348_000520,"Metatranscriptome of ammonia-oxidizing marine archaeal communities from Monterey Bay, California, United States - M2 200m 12015 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00474097,0.75,Linear,Metatranscriptome,Low,2423,4,1,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021353_000711,IMGVR_UViG_3300021353_000711,"Metatranscriptome of ammonia-oxidizing marine archaeal communities from Monterey Bay, California, United States - M2 80m 12015 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00350068,0.76,Linear,Metatranscriptome,Unsure,2658,NA,4,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021355_000635,IMGVR_UViG_3300021355_000635,"Metatranscriptome of ammonia-oxidizing marine archaeal communities from Monterey Bay, California, United States - M1 150m 12015 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00474097,0.73,Linear,Metatranscriptome,Low,2502,3.74,1,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021359_000794,IMGVR_UViG_3300021359_000794,"Metatranscriptome of ammonia-oxidizing marine archaeal communities from Monterey Bay, California, United States - M1 100m 12015 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00474097,0.72,Linear,Metatranscriptome,Low,2440,3.65,1,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021359_000821,IMGVR_UViG_3300021359_000821,"Metatranscriptome of ammonia-oxidizing marine archaeal communities from Monterey Bay, California, United States - M1 100m 12015 (Metagenome Metatranscriptome)",1,,vOTU_00475895,0.71,Linear,Metatranscriptome,Low,3738,4.75,3,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021387_000759,IMGVR_UViG_3300021387_000759,Sheep rumen microbial communities from New Zealand - Tag 1283 SPADES assembly,1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_03911062,0.96,Linear,Metagenome,Low,47901,23.63,86,0,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Stomach,;,
IMGVR_UViG_3300021387_004120,IMGVR_UViG_3300021387_004120,Sheep rumen microbial communities from New Zealand - Tag 1283 SPADES assembly,1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_03912599,0.93,Linear,Metagenome,Low,4537,5.79,5,0,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Stomach,;,
IMGVR_UViG_3300021399_004737,IMGVR_UViG_3300021399_004737,Sheep rumen microbial communities from New Zealand - Tag 1265 SPADES assembly,1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_03921079,0.91,Linear,Metagenome,Unsure,14364,NA,17,0,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Stomach,;,
IMGVR_UViG_3300021399_004764,IMGVR_UViG_3300021399_004764,Sheep rumen microbial communities from New Zealand - Tag 1265 SPADES assembly,1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00257344,0.85,Linear,Metagenome,Low,8006,12.32,9,1,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Stomach,d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae;,k-mer match
IMGVR_UViG_3300021399_005146,IMGVR_UViG_3300021399_005146,Sheep rumen microbial communities from New Zealand - Tag 1265 SPADES assembly,1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_03920784,0.76,Linear,Metagenome,Unsure,35274,NA,37,0,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Stomach,d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Porcincola;,k-mer match
IMGVR_UViG_3300021400_002728,IMGVR_UViG_3300021400_002728,Sheep rumen microbial communities from New Zealand - Tag 1265 SPADES assembly,1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_03881679,0.98,Direct terminal repeat,Metagenome,High,394266,100,541,47,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Stomach,;,
IMGVR_UViG_3300021400_005623,IMGVR_UViG_3300021400_005623,Sheep rumen microbial communities from New Zealand - Tag 1265 SPADES assembly,1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_08611591,0.96,Provirus,Metagenome,Medium,38879,66.51,41,0,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Stomach,;,
IMGVR_UViG_3300021406_000498,IMGVR_UViG_3300021406_000498,"Forest soil microbial communities from Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Inc-BW-H-32-O",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_03927882,0.7,Linear,Metagenome,Low,4360,6.98,4,1,0,geNomad v1.1.0,Environmental; Terrestrial; Soil; Temperate forest,;,
IMGVR_UViG_3300021426_002150,IMGVR_UViG_3300021426_002150,Sheep rumen microbial communities from New Zealand - Tag 1435 SPADES assembly,1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_03934624,0.95,Linear,Metagenome,Low,6907,15.37,11,0,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Stomach,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae;,k-mer match
IMGVR_UViG_3300021431_002946,IMGVR_UViG_3300021431_002946,Sheep rumen microbial communities from New Zealand - Tag 1435 SPADES assembly,1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00854996,0.96,Direct terminal repeat,Metagenome,High,467383,100,686,56,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Stomach,;,
IMGVR_UViG_3300021431_004083,IMGVR_UViG_3300021431_004083,Sheep rumen microbial communities from New Zealand - Tag 1435 SPADES assembly,1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_03942348,0.88,Direct terminal repeat,Metagenome,High,251549,100,275,6,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Stomach,;,
IMGVR_UViG_3300021431_004472,IMGVR_UViG_3300021431_004472,Sheep rumen microbial communities from New Zealand - Tag 1435 SPADES assembly,1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_03942521,0.77,Linear,Metagenome,Unsure,6829,NA,7,0,0,geNomad v1.1.0,Host-associated; Mammals; Digestive system; Stomach,d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae;,k-mer match
IMGVR_UViG_3300021478_000676,IMGVR_UViG_3300021478_000676,"Forest soil microbial communities from Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Inc-BW-C-7-M",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_03949958,0.76,Linear,Metagenome,Unsure,4486,NA,6,0,0,geNomad v1.1.0,Environmental; Terrestrial; Soil; Temperate forest,;,
IMGVR_UViG_3300021559_000161,IMGVR_UViG_3300021559_000161,"Forest soil microbial communities from Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Inc-BW-H-17-M",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_03955666,0.9,Linear,Metagenome,Low,6532,7.29,10,0,0,geNomad v1.1.0,Environmental; Terrestrial; Soil; Temperate forest,;,
IMGVR_UViG_3300021843_000141,IMGVR_UViG_3300021843_000141,"Anaerobic digester digestate microbial community, University of Toronto, Ontario, Canada - DG078 spades",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00258599,0.98,Linear,Metagenome,Low,4265,5.12,5,0,0,geNomad v1.1.0,Engineered; Bioreactor; Anaerobic;,;,
IMGVR_UViG_3300021844_000337,IMGVR_UViG_3300021844_000337,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Washington, United States - S.595 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00469439,0.75,Linear,Metatranscriptome,Unsure,2629,NA,4,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021844_000338,IMGVR_UViG_3300021844_000338,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Washington, United States - S.595 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00471383,0.74,Linear,Metatranscriptome,Low,2744,2.44,2,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021844_000339,IMGVR_UViG_3300021844_000339,"Metatranscriptome of estuarine sediment microbial communities from the Columbia River estuary, Washington, United States - S.595 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00469649,0.79,Linear,Metatranscriptome,Unsure,2460,NA,2,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
IMGVR_UViG_3300021847_000157,IMGVR_UViG_3300021847_000157,"Metatranscriptome of estuarine water microbial communities from the Columbia River estuary, Oregon, United States - R1070 (Metagenome Metatranscriptome)",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00455612,0.81,Linear,Metatranscriptome,Low,4435,4.2,3,0,0,geNomad v1.1.0,Environmental; Aquatic; Marine; Intertidal zone,;,
