intronID,target_name,accession,query_name,accession_2,mdl,mdl_from,mdl_to,seq_from,seq_to,strand,trunc,pass,gc,bias,score,E-value,inc,description_of_target
IMGVR_UViG_3300014501_000360|3300014501|Ga0182024_10035181_II_8262,IMGVR_UViG_3300014501_000360|3300014501|Ga0182024_10035181,-,Intron_gpII,RF00029,cm,1,93,8262,8137,-,no,1,0.57,0.0,56.5,1e-05,!,-
IMGVR_UViG_3300014502_000508|3300014502|Ga0182021_10028573_II_6397,IMGVR_UViG_3300014502_000508|3300014502|Ga0182021_10028573,-,group-II-D1D4-6,RF02005,cm,1,225,6397,6538,+,no,1,0.49,0.0,64.2,6.9e-13,!,-
IMGVR_UViG_3300014521_000054|3300014521|Ga0169725_100545_II_8635,IMGVR_UViG_3300014521_000054|3300014521|Ga0169725_100545,-,Intron_gpII,RF00029,cm,1,93,8635,8732,+,no,1,0.58,0.0,55.5,1.8e-05,!,-
IMGVR_UViG_3300014522_000038|3300014522|Ga0169727_100273_II_38105,IMGVR_UViG_3300014522_000038|3300014522|Ga0169727_100273,-,Intron_gpII,RF00029,cm,1,93,38105,38009,-,no,1,0.59,0.0,55.9,1.4e-05,!,-
IMGVR_UViG_3300014522_000049|3300014522|Ga0169727_100040|35220-78992_II_20864,IMGVR_UViG_3300014522_000049|3300014522|Ga0169727_100040|35220-78992,-,Intron_gpII,RF00029,cm,1,93,20864,20960,+,no,1,0.57,0.0,55.7,1.6e-05,!,-
IMGVR_UViG_3300014524_000033|3300014524|Ga0121511_100176|19651-31316_II_4588,IMGVR_UViG_3300014524_000033|3300014524|Ga0121511_100176|19651-31316,-,group-II-D1D4-3,RF02001,cm,1,171,4588,4757,+,no,1,0.62,1.3,137.0,1.1e-25,!,-
IMGVR_UViG_3300014524_000033|3300014524|Ga0121511_100176|19651-31316_II_4793,IMGVR_UViG_3300014524_000033|3300014524|Ga0121511_100176|19651-31316,-,group-II-D1D4-1,RF01998,cm,1,84,4793,4877,+,no,1,0.62,0.0,52.3,0.00066,!,-
IMGVR_UViG_3300014524_000033|3300014524|Ga0121511_100176|19651-31316_II_6309,IMGVR_UViG_3300014524_000033|3300014524|Ga0121511_100176|19651-31316,-,Intron_gpII,RF00029,cm,1,93,6309,6380,+,no,1,0.69,0.0,44.4,0.0094,!,-
IMGVR_UViG_3300014530_000042|3300014530|Ga0169724_102292_II_1240,IMGVR_UViG_3300014530_000042|3300014530|Ga0169724_102292,-,Intron_gpII,RF00029,cm,1,93,1240,1144,-,no,1,0.52,0.0,56.3,1.1e-05,!,-
IMGVR_UViG_3300014531_000062|3300014531|Ga0169866_102249_II_3664,IMGVR_UViG_3300014531_000062|3300014531|Ga0169866_102249,-,collapsed_g2,RF00029,cm,1,93,3664,6378,+,no,1,0.49,0.0,53.8,4.8e-05,!,-
IMGVR_UViG_3300014531_000079|3300014531|Ga0169866_102085_II_5088,IMGVR_UViG_3300014531_000079|3300014531|Ga0169866_102085,-,Intron_gpII,RF00029,cm,1,93,5088,5184,+,no,1,0.58,0.0,54.2,3.8e-05,!,-
IMGVR_UViG_3300014532_000025|3300014532|Ga0169737_100703_II_5738,IMGVR_UViG_3300014532_000025|3300014532|Ga0169737_100703,-,group-II-D1D4-3,RF02001,cm,1,171,5738,5907,+,no,1,0.42,0.7,110.5,3.4e-19,!,-
IMGVR_UViG_3300014532_000096|3300014532|Ga0169737_100542_II_9807,IMGVR_UViG_3300014532_000096|3300014532|Ga0169737_100542,-,group-II-D1D4-3,RF02001,cm,1,171,9807,9976,+,no,1,0.42,0.6,106.0,4.2e-18,!,-
IMGVR_UViG_3300014532_000113|3300014532|Ga0169737_100715_II_5915,IMGVR_UViG_3300014532_000113|3300014532|Ga0169737_100715,-,Intron_gpII,RF00029,cm,1,93,5915,5819,-,no,1,0.60,0.0,58.9,2.7e-06,!,-
IMGVR_UViG_3300014533_000112|3300014533|Ga0169889_102030_II_5693,IMGVR_UViG_3300014533_000112|3300014533|Ga0169889_102030,-,group-II-D1D4-3,RF02001,cm,1,171,5693,5526,-,no,1,0.49,0.2,113.6,5.9e-20,!,-
IMGVR_UViG_3300014535_000075|3300014535|Ga0169873_100377_II_14725,IMGVR_UViG_3300014535_000075|3300014535|Ga0169873_100377,-,collapsed_g2,RF00029,cm,1,93,14725,17156,-,no,1,0.60,0.0,46.8,0.0024,!,-
IMGVR_UViG_3300014535_000075|3300014535|Ga0169873_100377_II_22650,IMGVR_UViG_3300014535_000075|3300014535|Ga0169873_100377,-,collapsed_g2,RF00029,cm,1,93,22650,25053,-,no,1,0.49,0.0,51.6,0.00016,!,-
IMGVR_UViG_3300014535_000096|3300014535|Ga0169873_101609_II_1238,IMGVR_UViG_3300014535_000096|3300014535|Ga0169873_101609,-,collapsed_g2,RF00029,cm,1,93,1238,2767,-,no,1,0.55,0.0,51.5,0.00018,!,-
IMGVR_UViG_3300014535_000134|3300014535|Ga0169873_100328|135-40887_II_2232,IMGVR_UViG_3300014535_000134|3300014535|Ga0169873_100328|135-40887,-,group-II-D1D4-6,RF02005,cm,1,225,2232,2017,-,no,1,0.46,0.0,91.7,1.2e-21,!,-
IMGVR_UViG_3300014536_000079|3300014536|Ga0134370_101225_II_561,IMGVR_UViG_3300014536_000079|3300014536|Ga0134370_101225,-,Intron_gpII,RF00029,cm,1,93,561,645,+,no,1,0.52,0.0,56.4,1.1e-05,!,-
IMGVR_UViG_3300014536_000090|3300014536|Ga0134370_100178_II_13605,IMGVR_UViG_3300014536_000090|3300014536|Ga0134370_100178,-,Intron_gpII,RF00029,cm,1,93,13605,13703,+,no,1,0.57,0.0,52.9,7.8e-05,!,-
IMGVR_UViG_3300014536_000107|3300014536|Ga0134370_100350_II_16298,IMGVR_UViG_3300014536_000107|3300014536|Ga0134370_100350,-,Intron_gpII,RF00029,cm,1,93,16298,16202,-,no,1,0.60,0.0,57.6,5.4e-06,!,-
IMGVR_UViG_3300014536_000107|3300014536|Ga0134370_100350_II_21103,IMGVR_UViG_3300014536_000107|3300014536|Ga0134370_100350,-,collapsed_g2,RF00029,cm,1,93,21103,23205,-,no,1,0.56,0.0,58.1,4.2e-06,!,-
IMGVR_UViG_3300014536_000130|3300014536|Ga0134370_102352_II_32,IMGVR_UViG_3300014536_000130|3300014536|Ga0134370_102352,-,collapsed_g2,RF00029,cm,1,93,32,2739,+,no,1,0.56,0.0,46.8,0.0025,!,-
IMGVR_UViG_3300014537_000068|3300014537|Ga0134397_101536_II_1,IMGVR_UViG_3300014537_000068|3300014537|Ga0134397_101536,-,Intron_gpII,RF00029,cm,1,93,1,77,+,no,1,0.53,0.0,61.6,5.6e-07,!,-
IMGVR_UViG_3300014537_000093|3300014537|Ga0134397_101545_II_357,IMGVR_UViG_3300014537_000093|3300014537|Ga0134397_101545,-,Intron_gpII,RF00029,cm,1,93,357,261,-,no,1,0.58,0.0,56.1,1.3e-05,!,-
IMGVR_UViG_3300014538_000059|3300014538|Ga0134452_100910_II_5338,IMGVR_UViG_3300014538_000059|3300014538|Ga0134452_100910,-,collapsed_g2,RF00029,cm,1,93,5338,7471,-,no,1,0.53,0.0,61.6,5.6e-07,!,-
IMGVR_UViG_3300014538_000098|3300014538|Ga0134452_101093_II_7457,IMGVR_UViG_3300014538_000098|3300014538|Ga0134452_101093,-,Intron_gpII,RF00029,cm,1,93,7457,7553,+,no,1,0.58,0.0,56.1,1.3e-05,!,-
IMGVR_UViG_3300014538_000113|3300014538|Ga0134452_100324|13998-33116_II_14502,IMGVR_UViG_3300014538_000113|3300014538|Ga0134452_100324|13998-33116,-,Intron_gpII,RF00029,cm,1,93,14502,14406,-,no,1,0.60,0.0,57.6,5.4e-06,!,-
IMGVR_UViG_3300014539_000100|3300014539|Ga0169882_101140_II_4263,IMGVR_UViG_3300014539_000100|3300014539|Ga0169882_101140,-,collapsed_g2,RF00029,cm,1,93,4263,6928,+,no,1,0.57,0.0,49.3,0.00061,!,-
IMGVR_UViG_3300014541_000085|3300014541|Ga0134391_100479_II_18901,IMGVR_UViG_3300014541_000085|3300014541|Ga0134391_100479,-,collapsed_g2,RF00029,cm,1,93,18901,21310,-,no,1,0.59,0.0,60.4,1.1e-06,!,-
IMGVR_UViG_3300014541_000106|3300014541|Ga0134391_101042_II_10061,IMGVR_UViG_3300014541_000106|3300014541|Ga0134391_101042,-,Intron_gpII,RF00029,cm,1,93,10061,9965,-,no,1,0.54,0.0,62.8,2.9e-07,!,-
IMGVR_UViG_3300014541_000123|3300014541|Ga0134391_100007|207476-249727_II_1941,IMGVR_UViG_3300014541_000123|3300014541|Ga0134391_100007|207476-249727,-,group-II-D1D4-3,RF02001,cm,1,171,1941,1769,-,no,1,0.51,0.1,131.5,2.4e-24,!,-
IMGVR_UViG_3300014541_000138|3300014541|Ga0134391_100060|47479-95489_II_24311,IMGVR_UViG_3300014541_000138|3300014541|Ga0134391_100060|47479-95489,-,Intron_gpII,RF00029,cm,1,93,24311,24407,+,no,1,0.54,0.0,55.5,1.8e-05,!,-
IMGVR_UViG_3300014542_000117|3300014542|Ga0134454_100997_II_320,IMGVR_UViG_3300014542_000117|3300014542|Ga0134454_100997,-,collapsed_g2,RF00029,cm,1,93,320,3008,+,no,1,0.52,0.0,56.4,1.1e-05,!,-
IMGVR_UViG_3300014542_000123|3300014542|Ga0134454_101366_II_6339,IMGVR_UViG_3300014542_000123|3300014542|Ga0134454_101366,-,Intron_gpII,RF00029,cm,1,93,6339,6445,+,no,1,0.59,0.0,54.5,3.2e-05,!,-
IMGVR_UViG_3300014543_000097|3300014543|Ga0169722_102404_II_3226,IMGVR_UViG_3300014543_000097|3300014543|Ga0169722_102404,-,collapsed_g2,RF00029,cm,1,93,3226,5623,-,no,1,0.53,0.0,55.1,2.2e-05,!,-
IMGVR_UViG_3300014543_000124|3300014543|Ga0169722_102757_II_63,IMGVR_UViG_3300014543_000124|3300014543|Ga0169722_102757,-,collapsed_g2,RF00029,cm,1,75,63,2472,-,3',3,0.59,0.0,44.5,0.0089,!,-
IMGVR_UViG_3300014544_000096|3300014544|Ga0134429_100017|23324-110657_II_48490,IMGVR_UViG_3300014544_000096|3300014544|Ga0134429_100017|23324-110657,-,collapsed_g2,RF00029,cm,1,93,48490,50820,+,no,1,0.51,0.0,62.3,4e-07,!,-
IMGVR_UViG_3300014545_000095|3300014545|Ga0134392_100537_II_4324,IMGVR_UViG_3300014545_000095|3300014545|Ga0134392_100537,-,Intron_gpII,RF00029,cm,1,93,4324,4248,-,no,1,0.58,0.0,59.2,2.3e-06,!,-
IMGVR_UViG_3300014546_000092|3300014546|Ga0134410_101999_II_1674,IMGVR_UViG_3300014546_000092|3300014546|Ga0134410_101999,-,Intron_gpII,RF00029,cm,1,93,1674,1750,+,no,1,0.53,0.0,61.6,5.6e-07,!,-
IMGVR_UViG_3300014546_000094|3300014546|Ga0134410_102597_II_3603,IMGVR_UViG_3300014546_000094|3300014546|Ga0134410_102597,-,group-II-D1D4-7,RF02012,cm,1,148,3603,3751,+,no,1,0.46,0.0,120.9,4.8e-20,!,-
IMGVR_UViG_3300014546_000101|3300014546|Ga0134410_101319_II_767,IMGVR_UViG_3300014546_000101|3300014546|Ga0134410_101319,-,Intron_gpII,RF00029,cm,1,93,767,671,-,no,1,0.58,0.0,56.1,1.3e-05,!,-
IMGVR_UViG_3300014547_000096|3300014547|Ga0134415_100336_II_19122,IMGVR_UViG_3300014547_000096|3300014547|Ga0134415_100336,-,collapsed_g2,RF01998,cm,1,84,19122,19434,+,no,1,0.46,0.0,53.6,0.00033,!,-
IMGVR_UViG_3300014547_000105|3300014547|Ga0134415_100797_II_7379,IMGVR_UViG_3300014547_000105|3300014547|Ga0134415_100797,-,collapsed_g2,RF00029,cm,1,93,7379,9722,+,no,1,0.56,0.0,61.3,6.8e-07,!,-
IMGVR_UViG_3300014547_000111|3300014547|Ga0134415_101561_II_348,IMGVR_UViG_3300014547_000111|3300014547|Ga0134415_101561,-,collapsed_g2,RF00029,cm,1,93,348,2752,-,no,1,0.53,0.0,55.1,2.2e-05,!,-
IMGVR_UViG_3300014547_000149|3300014547|Ga0134415_100019|3-39047_II_201,IMGVR_UViG_3300014547_000149|3300014547|Ga0134415_100019|3-39047,-,collapsed_g2,RF00029,cm,1,93,201,2531,+,no,1,0.51,0.0,62.3,4e-07,!,-
IMGVR_UViG_3300014548_000064|3300014548|Ga0134459_100498_II_8587,IMGVR_UViG_3300014548_000064|3300014548|Ga0134459_100498,-,collapsed_g2,RF00029,cm,1,93,8587,11036,-,no,1,0.55,0.0,49.5,0.00053,!,-
IMGVR_UViG_3300014548_000067|3300014548|Ga0134459_100467_II_2352,IMGVR_UViG_3300014548_000067|3300014548|Ga0134459_100467,-,collapsed_g2,RF00029,cm,1,93,2352,4756,-,no,1,0.53,0.0,55.1,2.2e-05,!,-
IMGVR_UViG_3300014548_000085|3300014548|Ga0134459_100916_II_3764,IMGVR_UViG_3300014548_000085|3300014548|Ga0134459_100916,-,Intron_gpII,RF00029,cm,1,93,3764,3668,-,no,1,0.58,0.0,60.6,9.9e-07,!,-
IMGVR_UViG_3300014549_000121|3300014549|Ga0134379_103009_II_3591,IMGVR_UViG_3300014549_000121|3300014549|Ga0134379_103009,-,Intron_gpII,RF00029,cm,1,93,3591,3687,+,no,1,0.52,0.0,58.3,3.7e-06,!,-
IMGVR_UViG_3300014549_000143|3300014549|Ga0134379_103067_II_1714,IMGVR_UViG_3300014549_000143|3300014549|Ga0134379_103067,-,Intron_gpII,RF00029,cm,1,93,1714,1798,+,no,1,0.53,0.0,51.3,0.0002,!,-
IMGVR_UViG_3300014550_000073|3300014550|Ga0134508_100391_II_4559,IMGVR_UViG_3300014550_000073|3300014550|Ga0134508_100391,-,Intron_gpII,RF00029,cm,1,93,4559,4655,+,no,1,0.57,0.0,60.9,8.7e-07,!,-
IMGVR_UViG_3300014551_000036|3300014551|Ga0134380_102105_II_831,IMGVR_UViG_3300014551_000036|3300014551|Ga0134380_102105,-,Intron_gpII,RF00029,cm,1,93,831,927,+,no,1,0.51,0.0,59.1,2.4e-06,!,-
IMGVR_UViG_3300014551_000036|3300014551|Ga0134380_102105_II_4342,IMGVR_UViG_3300014551_000036|3300014551|Ga0134380_102105,-,Intron_gpII,RF00029,cm,1,93,4342,4438,+,no,1,0.53,0.0,55.7,1.6e-05,!,-
IMGVR_UViG_3300014551_000066|3300014551|Ga0134380_100911_II_1417,IMGVR_UViG_3300014551_000066|3300014551|Ga0134380_100911,-,collapsed_g2,RF00029,cm,1,93,1417,4138,+,no,1,0.53,0.0,51.3,0.0002,!,-
IMGVR_UViG_3300014551_000076|3300014551|Ga0134380_100389_II_14523,IMGVR_UViG_3300014551_000076|3300014551|Ga0134380_100389,-,collapsed_g2,RF00029,cm,1,93,14523,17237,+,no,1,0.49,0.0,53.8,4.8e-05,!,-
IMGVR_UViG_3300014552_000132|3300014552|Ga0134450_101320_II_6321,IMGVR_UViG_3300014552_000132|3300014552|Ga0134450_101320,-,collapsed_g2,RF00029,cm,1,93,6321,8965,+,no,1,0.51,0.0,50.4,0.00032,!,-
IMGVR_UViG_3300014552_000150|3300014552|Ga0134450_101831_II_4263,IMGVR_UViG_3300014552_000150|3300014552|Ga0134450_101831,-,collapsed_g2,RF01998,cm,1,84,4263,4566,+,no,1,0.48,0.0,56.6,7e-05,!,-
IMGVR_UViG_3300014553_000100|3300014553|Ga0134451_102747_II_1930,IMGVR_UViG_3300014553_000100|3300014553|Ga0134451_102747,-,collapsed_g2,RF00029,cm,1,93,1930,4836,+,no,1,0.62,0.0,59.4,2e-06,!,-
IMGVR_UViG_3300014555_000069|3300014555|Ga0134422_101143_II_4101,IMGVR_UViG_3300014555_000069|3300014555|Ga0134422_101143,-,collapsed_g2,RF00029,cm,1,93,4101,6234,-,no,1,0.53,0.0,63.3,2.2e-07,!,-
IMGVR_UViG_3300014555_000098|3300014555|Ga0134422_100849_II_8380,IMGVR_UViG_3300014555_000098|3300014555|Ga0134422_100849,-,Intron_gpII,RF00029,cm,1,93,8380,8476,+,no,1,0.57,0.0,55.7,1.6e-05,!,-
IMGVR_UViG_3300014555_000139|3300014555|Ga0134422_100360_II_21456,IMGVR_UViG_3300014555_000139|3300014555|Ga0134422_100360,-,collapsed_g2,RF00029,cm,1,93,21456,24152,+,no,1,0.53,0.0,53.0,7.4e-05,!,-
IMGVR_UViG_3300014557_000098|3300014557|Ga0169723_101699_II_5854,IMGVR_UViG_3300014557_000098|3300014557|Ga0169723_101699,-,Intron_gpII,RF00029,cm,1,93,5854,5758,-,no,1,0.54,0.0,48.4,0.001,!,-
IMGVR_UViG_3300014557_000110|3300014557|Ga0169723_102935_II_2318,IMGVR_UViG_3300014557_000110|3300014557|Ga0169723_102935,-,collapsed_g2,RF00029,cm,1,93,2318,4717,-,no,1,0.48,0.0,55.6,1.7e-05,!,-
IMGVR_UViG_3300014558_000123|3300014558|Ga0134417_101406_II_7867,IMGVR_UViG_3300014558_000123|3300014558|Ga0134417_101406,-,collapsed_g2,RF00029,cm,1,93,7867,10560,+,no,1,0.59,0.0,60.4,1.1e-06,!,-
IMGVR_UViG_3300014559_000077|3300014559|Ga0134386_101890_II_1359,IMGVR_UViG_3300014559_000077|3300014559|Ga0134386_101890,-,Intron_gpII,RF00029,cm,1,93,1359,1263,-,no,1,0.54,0.0,55.5,1.8e-05,!,-
IMGVR_UViG_3300014559_000140|3300014559|Ga0134386_100413_II_5252,IMGVR_UViG_3300014559_000140|3300014559|Ga0134386_100413,-,Intron_gpII,RF00029,cm,1,93,5252,5348,+,no,1,0.59,0.0,54.1,4.1e-05,!,-
IMGVR_UViG_3300014560_000133|3300014560|Ga0134394_101651_II_5445,IMGVR_UViG_3300014560_000133|3300014560|Ga0134394_101651,-,collapsed_g2,RF00029,cm,1,93,5445,7779,+,no,1,0.57,0.0,60.7,9.8e-07,!,-
IMGVR_UViG_3300014560_000165|3300014560|Ga0134394_102618_II_162,IMGVR_UViG_3300014560_000165|3300014560|Ga0134394_102618,-,collapsed_g2,RF00029,cm,1,93,162,2591,-,no,1,0.53,0.0,51.3,0.0002,!,-
IMGVR_UViG_3300014561_000136|3300014561|Ga0134428_100667_II_1936,IMGVR_UViG_3300014561_000136|3300014561|Ga0134428_100667,-,Intron_gpII,RF00029,cm,1,93,1936,2020,+,no,1,0.53,0.0,51.3,0.0002,!,-
IMGVR_UViG_3300014561_000139|3300014561|Ga0134428_101848_II_4507,IMGVR_UViG_3300014561_000139|3300014561|Ga0134428_101848,-,Intron_gpII,RF00029,cm,1,93,4507,4409,-,no,1,0.61,0.0,53.6,5.3e-05,!,-
IMGVR_UViG_3300014561_000182|3300014561|Ga0134428_101211_II_2664,IMGVR_UViG_3300014561_000182|3300014561|Ga0134428_101211,-,collapsed_g2,RF00029,cm,1,93,2664,3393,+,no,1,0.54,0.0,52.8,8.5e-05,!,-
IMGVR_UViG_3300014562_000104|3300014562|Ga0134376_100785_II_14759,IMGVR_UViG_3300014562_000104|3300014562|Ga0134376_100785,-,Intron_gpII,RF00029,cm,1,93,14759,14855,+,no,1,0.56,0.0,59.1,2.3e-06,!,-
IMGVR_UViG_3300014562_000161|3300014562|Ga0134376_100060|64331-105503_II_30317,IMGVR_UViG_3300014562_000161|3300014562|Ga0134376_100060|64331-105503,-,Intron_gpII,RF00029,cm,1,93,30317,30413,+,no,1,0.54,0.0,58.4,3.5e-06,!,-
IMGVR_UViG_3300014564_000173|3300014564|Ga0169885_105007_II_1768,IMGVR_UViG_3300014564_000173|3300014564|Ga0169885_105007,-,Intron_gpII,RF00029,cm,1,93,1768,1672,-,no,1,0.57,0.0,60.9,8.3e-07,!,-
IMGVR_UViG_3300014564_000205|3300014564|Ga0169885_100096|56965-89779_II_15298,IMGVR_UViG_3300014564_000205|3300014564|Ga0169885_100096|56965-89779,-,collapsed_g2,RF00029,cm,1,93,15298,17727,-,no,1,0.53,0.0,51.3,0.0002,!,-
IMGVR_UViG_3300014564_000205|3300014564|Ga0169885_100096|56965-89779_II_24101,IMGVR_UViG_3300014564_000205|3300014564|Ga0169885_100096|56965-89779,-,Intron_gpII,RF00029,cm,1,93,24101,24005,-,no,1,0.58,0.0,54.2,3.8e-05,!,-
IMGVR_UViG_3300014565_000119|3300014565|Ga0169881_104979_II_151,IMGVR_UViG_3300014565_000119|3300014565|Ga0169881_104979,-,Intron_gpII,RF00029,cm,1,93,151,55,-,no,1,0.61,0.0,58.6,3.1e-06,!,-
IMGVR_UViG_3300014565_000165|3300014565|Ga0169881_102238_II_6422,IMGVR_UViG_3300014565_000165|3300014565|Ga0169881_102238,-,collapsed_g2,RF00029,cm,1,93,6422,9103,+,no,1,0.52,0.0,52.3,0.00011,!,-
IMGVR_UViG_3300014566_000146|3300014566|Ga0134372_1001036_II_3336,IMGVR_UViG_3300014566_000146|3300014566|Ga0134372_1001036,-,collapsed_g2,RF00029,cm,1,93,3336,6243,+,no,1,0.62,0.0,59.4,2e-06,!,-
IMGVR_UViG_3300014566_000171|3300014566|Ga0134372_1001040_II_8461,IMGVR_UViG_3300014566_000171|3300014566|Ga0134372_1001040,-,Intron_gpII,RF00029,cm,1,93,8461,8557,+,no,1,0.57,0.0,55.7,1.6e-05,!,-
IMGVR_UViG_3300014570_000159|3300014570|Ga0134400_1003269_II_4104,IMGVR_UViG_3300014570_000159|3300014570|Ga0134400_1003269,-,Intron_gpII,RF00029,cm,1,93,4104,4028,-,no,1,0.53,0.0,62.4,3.7e-07,!,-
IMGVR_UViG_3300014570_000171|3300014570|Ga0134400_1001065_II_12109,IMGVR_UViG_3300014570_000171|3300014570|Ga0134400_1001065,-,Intron_gpII,RF00029,cm,1,93,12109,12035,-,no,1,0.51,0.0,52.8,8.1e-05,!,-
IMGVR_UViG_3300014571_000146|3300014571|Ga0134369_100116|10281-52110_II_20574,IMGVR_UViG_3300014571_000146|3300014571|Ga0134369_100116|10281-52110,-,Intron_gpII,RF00029,cm,1,93,20574,20478,-,no,1,0.60,0.0,50.8,0.00026,!,-
IMGVR_UViG_3300014572_000123|3300014572|Ga0134457_1001549_II_2992,IMGVR_UViG_3300014572_000123|3300014572|Ga0134457_1001549,-,collapsed_g2,RF00029,cm,1,93,2992,5390,-,no,1,0.53,0.0,50.9,0.00025,!,-
IMGVR_UViG_3300014572_000124|3300014572|Ga0134457_1000796_II_8593,IMGVR_UViG_3300014572_000124|3300014572|Ga0134457_1000796,-,Intron_gpII,RF00029,cm,1,93,8593,8689,+,no,1,0.57,0.0,55.7,1.6e-05,!,-
IMGVR_UViG_3300014572_000133|3300014572|Ga0134457_1001197_II_6258,IMGVR_UViG_3300014572_000133|3300014572|Ga0134457_1001197,-,collapsed_g2,RF00029,cm,1,93,6258,8940,+,no,1,0.53,0.0,55.1,2.2e-05,!,-
IMGVR_UViG_3300014572_000151|3300014572|Ga0134457_1000103|11549-68753_II_48273,IMGVR_UViG_3300014572_000151|3300014572|Ga0134457_1000103|11549-68753,-,collapsed_g2,RF00029,cm,1,93,48273,50603,+,no,1,0.51,0.0,62.3,4e-07,!,-
IMGVR_UViG_3300014573_000111|3300014573|Ga0134423_1000404_II_27166,IMGVR_UViG_3300014573_000111|3300014573|Ga0134423_1000404,-,Intron_gpII,RF00029,cm,1,93,27166,27070,-,no,1,0.57,0.0,60.9,8.7e-07,!,-
IMGVR_UViG_3300014588_000031|3300014588|Ga0121497_10176|2-14543_II_11959,IMGVR_UViG_3300014588_000031|3300014588|Ga0121497_10176|2-14543,-,group-II-D1D4-3,RF02001,cm,1,171,11959,12129,+,no,1,0.59,0.4,139.6,2.4e-26,!,-
IMGVR_UViG_3300014605_000009|3300014605|Ga0121354_100103_II_25516,IMGVR_UViG_3300014605_000009|3300014605|Ga0121354_100103,-,Intron_gpII,RF00029,cm,1,93,25516,25445,-,no,1,0.69,0.0,44.4,0.0094,!,-
IMGVR_UViG_3300014605_000010|3300014605|Ga0121354_100073_II_4783,IMGVR_UViG_3300014605_000010|3300014605|Ga0121354_100073,-,group-II-D1D4-5,RF02004,cm,1,201,4783,4982,+,no,1,0.47,0.0,151.2,7.4e-31,!,-
IMGVR_UViG_3300014696_000038|3300014696|Ga0134405_100633_II_284,IMGVR_UViG_3300014696_000038|3300014696|Ga0134405_100633,-,Intron_gpII,RF00029,cm,1,93,284,188,-,no,1,0.53,0.0,57.9,4.6e-06,!,-
IMGVR_UViG_3300014696_000041|3300014696|Ga0134405_100261_II_23667,IMGVR_UViG_3300014696_000041|3300014696|Ga0134405_100261,-,Intron_gpII,RF00029,cm,1,93,23667,23571,-,no,1,0.54,0.0,62.8,2.9e-07,!,-
IMGVR_UViG_3300014696_000047|3300014696|Ga0134405_100882_II_5294,IMGVR_UViG_3300014696_000047|3300014696|Ga0134405_100882,-,collapsed_g2,RF00029,cm,1,93,5294,7700,-,no,1,0.54,0.0,56.6,9.7e-06,!,-
IMGVR_UViG_3300014703_000027|3300014703|Ga0134387_101090_II_448,IMGVR_UViG_3300014703_000027|3300014703|Ga0134387_101090,-,collapsed_g2,RF00029,cm,1,93,448,2556,-,no,1,0.51,0.0,62.3,4e-07,!,-
IMGVR_UViG_3300014703_000086|3300014703|Ga0134387_101777_II_1955,IMGVR_UViG_3300014703_000086|3300014703|Ga0134387_101777,-,group-II-D1D4-5,RF02004,cm,1,201,1955,1761,-,no,1,0.51,0.0,153.8,1.6e-31,!,-
IMGVR_UViG_3300014712_000055|3300014712|Ga0134412_100696_II_2837,IMGVR_UViG_3300014712_000055|3300014712|Ga0134412_100696,-,Intron_gpII,RF00029,cm,1,93,2837,2932,+,no,1,0.60,0.0,51.7,0.00015,!,-
IMGVR_UViG_3300014712_000058|3300014712|Ga0134412_100640_II_6162,IMGVR_UViG_3300014712_000058|3300014712|Ga0134412_100640,-,Intron_gpII,RF00029,cm,1,93,6162,6258,+,no,1,0.58,0.0,54.2,3.8e-05,!,-
IMGVR_UViG_3300014731_000029|3300014731|Ga0169770_10274_II_11181,IMGVR_UViG_3300014731_000029|3300014731|Ga0169770_10274,-,Intron_gpII,RF00029,cm,1,93,11181,11084,-,no,1,0.64,0.0,51.4,0.00018,!,-
IMGVR_UViG_3300014743_000036|3300014743|Ga0134401_100233_II_4674,IMGVR_UViG_3300014743_000036|3300014743|Ga0134401_100233,-,Intron_gpII,RF00029,cm,1,93,4674,4578,-,no,1,0.57,0.0,55.7,1.6e-05,!,-
IMGVR_UViG_3300014743_000058|3300014743|Ga0134401_100465_II_931,IMGVR_UViG_3300014743_000058|3300014743|Ga0134401_100465,-,Intron_gpII,RF00029,cm,1,93,931,835,-,no,1,0.55,0.0,51.7,0.00015,!,-
IMGVR_UViG_3300014747_000031|3300014747|Ga0169774_100099_II_1639,IMGVR_UViG_3300014747_000031|3300014747|Ga0169774_100099,-,group-II-D1D4-1,RF01998,cm,1,84,1639,1557,-,no,1,0.51,0.0,73.3,1.1e-08,!,-
IMGVR_UViG_3300014747_000031|3300014747|Ga0169774_100099_II_1874,IMGVR_UViG_3300014747_000031|3300014747|Ga0169774_100099,-,group-II-D1D4-3,RF02001,cm,1,171,1874,1678,-,no,1,0.50,0.0,143.9,2.2e-27,!,-
IMGVR_UViG_3300014747_000031|3300014747|Ga0169774_100099_II_3677,IMGVR_UViG_3300014747_000031|3300014747|Ga0169774_100099,-,group-II-D1D4-3,RF02001,cm,1,171,3677,3500,-,no,1,0.47,0.0,139.9,2e-26,!,-
IMGVR_UViG_3300014749_000053|3300014749|Ga0169785_101237_II_1145,IMGVR_UViG_3300014749_000053|3300014749|Ga0169785_101237,-,collapsed_g2,RF00029,cm,1,93,1145,3550,+,no,1,0.57,0.0,67.2,2.5e-08,!,-
