Node_ID	Description	Lowest Taxa	Colour (Lowest taxa)
MG757160	Mycobacterium phage Kimchi	Kostyavirus	#EBC5E7
MG757153	Streptomyces phage BillNye	Wilnyevirus	#4E27ED
MF140410	Mycobacterium phage Et2Brutus	Fromanvirus	#A65CE4
KF279418	Mycobacterium phage Anubis	Microwolfvirus	#704728
KX619650	Mycobacterium phage Jerm	Turbidovirus	#05A49A
KX670790	Streptomyces phage Rima	Rimavirus	#5C5902
KX619651	Mycobacterium phage Roosevelt	Backyardiganvirus	#B02A67
KU647628	Arthrobacter phage Mudcat	Mudcatvirus	#7655B1
KT438501	Mycobacterium phage Theia	Benedictvirus	#CF8873
KM591906	Mycobacterium phage SweetiePie	Turbidovirus	#05A49A
KM400683	Mycobacterium phage Ariel	Omegavirus	#784929
KC691255	Mycobacterium phage Dumbo	Kostyavirus	#EBC5E7
JX649097	Mycobacterium phage Piglet	Pegunavirus	#22E335
JN020141	Mycobacterium phage Shauna1	Cheoctovirus	#AE5F98
JF937091	Mycobacterium phage Bask21	Kostyavirus	#EBC5E7
EU826469	Mycobacterium phage ScottMcG	Bixzunavirus	#343004
AY129332	Mycobacterium phage Bxz2	Microwolfvirus	#704728
MG839022	Microbacterium phage Ludgate	Ilzatvirus	#87E6AB
MG812495	Mycobacterium phage Pippin	Fromanvirus	#A65CE4
MG812492	Mycobacterium phage Lambert1	Veracruzvirus	#646DDF
MG812491	Mycobacterium phage ItsyBitsy1	Rosebushvirus	#D21950
MG812490	Mycobacterium phage Holeinone	Rosebushvirus	#D21950
MG812489	Mycobacterium phage Greg	Fromanvirus	#A65CE4
MG812488	Mycobacterium phage Frankie	Cheoctovirus	#AE5F98
MG812487	Gordonia phage Brandonk123	Vividuovirus	#A8D748
MG812486	Mycobacterium phage Acme	Fromanvirus	#A65CE4
KU963252	Gordonia phage Schnabeltier	Schnabeltiervirus	#14741E
MG770213	Mycobacterium phage OldBen	Cheoctovirus	#AE5F98
MG770211	Gordonia phage Flakey	Montyvirus	#C37573
MG593803	Streptomyces phage Rowa	Rowavirus	#512394
MG593802	Streptomyces phage Omar	Omarvirus	#373DE0
MG593800	Streptomyces phage AbbeyMikolon	Abbeymikolonvirus	#DC1867
MG670586	Microbacterium phage Dismas	Dismasvirus	#44DE54
MF919537	Gordonia phage Toniann	Smoothievirus	#CA7230
MG099934	Mycobacterium phage AgentM	Benedictvirus	#CF8873
MG099936	Mycobacterium phage Andies	Charlievirus	#1F7001
MG099937	Mycobacterium phage Aragog	Benedictvirus	#CF8873
MG099938	Mycobacterium phage Archetta	Benedictvirus	#CF8873
MG099942	Mycobacterium phage Blackmoor	Backyardiganvirus	#B02A67
MG099944	Mycobacterium phage ForGetIt	Benedictvirus	#CF8873
MG099945	Mycobacterium phage Koko	Gladiatorvirus	#4EBFF6
MG099947	Mycobacterium phage Ph8s	Fromanvirus	#A65CE4
MG099948	Mycobacterium phage Philonius	Charlievirus	#1F7001
MG099949	Mycobacterium phage Phlorence	Benedictvirus	#CF8873
MG099951	Mycobacterium phage Wilkins	Fromanvirus	#A65CE4
MG099952	Mycobacterium phage WunderPhul	Gladiatorvirus	#4EBFF6
MG099953	Mycobacterium phage Youngblood	Kostyavirus	#EBC5E7
MG298964	Streptomyces phage Alsaber	Camvirus	#E5AF95
MG198785	Mycobacterium phage Thespis	Fishburnevirus	#4F748C
MG198781	Arthrobacter phage Fluke	Korravirus	#CA78A4
MG198780	Corynebacterium phage Zion	Ceetrepovirus	#C43E41
MG198778	Corynebacterium phage PotatoChip	Ceetrepovirus	#C43E41
MG198777	Corynebacterium phage Darwin	Ceetrepovirus	#C43E41
MG198776	Corynebacterium phage C3PO	Ceetrepovirus	#C43E41
MF919534	Mycobacterium phage Superphikiman	Omegavirus	#784929
MF919524	Mycobacterium phage MISSy	Kostyavirus	#EBC5E7
MF668286	Rhodococcus phage Trina	Trinavirus	#DC4B39
MF919541	Mycobacterium phage YassJohnny	Kostyavirus	#EBC5E7
MF919540	Mycobacterium phage Willez	Kostyavirus	#EBC5E7
MF919538	Mycobacterium phage Updawg	Turbidovirus	#05A49A
MF919536	Mycobacterium phage TipsytheTRex	Fromanvirus	#A65CE4
MF919535	Mycobacterium phage Terminus	Kostyavirus	#EBC5E7
MF919533	Propionibacterium phage Supernova	Pahexavirus	#3B5CB2
MF919531	Mycobacterium phage SnapTap	Turbidovirus	#05A49A
MF919529	Mycobacterium phage Sassay	Kostyavirus	#EBC5E7
MF919526	Mycobacterium phage Phasih	Cheoctovirus	#AE5F98
MF919525	Mycobacterium phage Murica	Kostyavirus	#EBC5E7
MF919522	Propionibacterium phage MEAK	Pahexavirus	#3B5CB2
MF919520	Gordonia phage Lozinak	Smoothievirus	#CA7230
MF919516	Propionibacterium phage LilBandit	Pahexavirus	#3B5CB2
MF919515	Propionibacterium phage Leviosa	Pahexavirus	#3B5CB2
MF919514	Gordonia phage Lennon	Vividuovirus	#A8D748
MF919512	Mycobacterium phage Klein	Omegavirus	#784929
MF919509	Mycobacterium phage JetBlade	Backyardiganvirus	#B02A67
MF919508	Mycobacterium phage ILeeKay	Fromanvirus	#A65CE4
MF919506	Mycobacterium phage FireRed	Kostyavirus	#EBC5E7
MF919505	Propionibacterium phage DrParker	Pahexavirus	#3B5CB2
MF919504	Mycobacterium phage DmpstrDiver	Omegavirus	#784929
MF919502	Mycobacterium phage Demsculpinboyz	Avanivirus	#02C81C
MF919501	Mycobacterium phage DaWorst	Cheoctovirus	#AE5F98
MF919500	Mycobacterium phage Dalmatian	Turbidovirus	#05A49A
MF919498	Mycobacterium phage Cindaradix	Backyardiganvirus	#B02A67
MF919496	Mycobacterium phage Cerulean	Backyardiganvirus	#B02A67
MF919495	Mycobacterium phage Bigswole	Bixzunavirus	#343004
MF919493	Mycobacterium phage Audrick	Bixzunavirus	#343004
MF919492	Mycobacterium phage Arib1	Fishburnevirus	#4F748C
MF919491	Propionibacterium phage Aquarius	Pahexavirus	#3B5CB2
MF919490	Mycobacterium phage Anselm	Turbidovirus	#05A49A
MG009575	Mycobacterium phage Kumao	Kumaovirus	#8300E9
MF766048	Streptomyces phage Tefunt	Omarvirus	#373DE0
MF766047	Streptomyces phage SqueakyClean	Janusvirus	#7D69BA
MF766046	Streptomyces phage Diane	Omarvirus	#373DE0
MF766045	Streptomyces phage Daudau	Caelumvirus	#7BCF6B
MF766044	Streptomyces phage Amethyst	Omarvirus	#373DE0
MF185728	Mycobacterium phage Finemlucis	Faithunavirus	#96B1D4
MF541410	Streptomyces phage Ozzie	Likavirus	#787542
MF541409	Streptomyces phage Oliynyk	Likavirus	#787542
MF541408	Streptomyces phage Jash	Likavirus	#787542
MF541407	Streptomyces phage Esperer	Likavirus	#787542
MF541406	Streptomyces phage Dattran	Likavirus	#787542
MF541405	Streptomyces phage Celeste	Likavirus	#787542
MF541404	Streptomyces phage BryanRecycles	Likavirus	#787542
MF541403	Streptomyces phage BeardedLady	Likavirus	#787542
MF773750	Mycobacterium phage OKCentral2016	Fromanvirus	#A65CE4
MF668280	Mycobacterium phage Phabba	Myrnavirus	#726E3C
MF472895	Mycobacterium phage Kimona	Kimonavirus	#158D26
MF472896	Mycobacterium phage JoshKayV	Turbidovirus	#05A49A
MF472894	Mycobacterium phage Majeke	Fishburnevirus	#4F748C
MF472893	Mycobacterium phage MissWhite	Fromanvirus	#A65CE4
MF668288	Mycobacterium phage Wiks	Gladiatorvirus	#4EBFF6
MF668287	Mycobacterium phage Wachhund	Cheoctovirus	#AE5F98
MF668284	Mycobacterium phage Squint	Omegavirus	#784929
MF668283	Mycobacterium phage Smairt	Fromanvirus	#A65CE4
MF668282	Gordonia phage ShayRa	Soupsvirus	#41B0AA
MF668281	Mycobacterium phage RitaG	Cheoctovirus	#AE5F98
MF668278	Mycobacterium phage Morpher26	Backyardiganvirus	#B02A67
MF668277	Mycobacterium phage MadamMonkfish	Kostyavirus	#EBC5E7
MF668275	Brevibacterium phage LuckyBarnes	Luckybarnesvirus	#FA56E8
MF668271	Mycobacterium phage Geralt	Cheoctovirus	#AE5F98
MF668270	Mycobacterium phage Emma	Cheoctovirus	#AE5F98
MF668269	Mycobacterium phage Drake55	Turbidovirus	#05A49A
MF185731	Arthrobacter phage Molivia	Amigovirus	#BC1B6F
MF140406	Mycobacterium phage DarthP	Amginevirus	#1230A3
MF185733	Mycobacterium phage StepMih	Microwolfvirus	#704728
MF324910	Mycobacterium phage GuuelaD	Faithunavirus	#96B1D4
MF324899	Mycobacterium phage Lokk	Fromanvirus	#A65CE4
MF373840	Mycobacterium phage Fred313	Veracruzvirus	#646DDF
MF140422	Mycobacterium phage Nicholasp3	Faithunavirus	#96B1D4
MF140421	Mycobacterium phage Nicholas	Lumosvirus	#3C6246
MF140414	Mycobacterium phage Krypton555	Lumosvirus	#3C6246
MF140413	Mycobacterium phage Kingsolomon	Lumosvirus	#3C6246
MF140411	Mycobacterium phage Findley	Timquatrovirus	#B2E099
MF140408	Mycobacterium phage DismalFunk	Timquatrovirus	#B2E099
MF140403	Mycobacterium phage Changeling	Fromanvirus	#A65CE4
MF140399	Mycobacterium phage Bartholomew	Fishburnevirus	#4F748C
MF140398	Mycobacterium phage Amohnition	Amginevirus	#1230A3
MF185732	Mycobacterium phage Stagni	Microwolfvirus	#704728
MF185727	Mycobacterium phage BobSwaget	Fromanvirus	#A65CE4
MF185726	Mycobacterium phage Appletree2	Bronvirus	#7C4CEC
MF324915	Mycobacterium phage Amgine	Amginevirus	#1230A3
MF324914	Mycobacterium phage Krueger	Unicornvirus	#C87997
MF324913	Mycobacterium phage Cain	Unicornvirus	#C87997
MF324912	Mycobacterium phage Phrank	Unicornvirus	#C87997
MF324911	Mycobacterium phage SirPhilip	Anayavirus	#40FE8D
MF324909	Mycobacterium phage PhelpsODU	Unicornvirus	#C87997
MF324908	Mycobacterium phage Unicorn	Unicornvirus	#C87997
MF281061	Mycobacterium phage Ksquared	Fishburnevirus	#4F748C
MF373843	Mycobacterium phage StevieRay	Fishburnevirus	#4F748C
MF467949	Streptomyces phage Spectropatronm	Rimavirus	#5C5902
MF467948	Streptomyces phage DrGrey	Rimavirus	#5C5902
MF324903	Rhodococcus phage AppleCloud	Rerduovirus	#083EE0
MF324907	Arthrobacter phage Beans	Marthavirus	#C9DE08
MF324906	Arthrobacter phage Cheesy	Mudcatvirus	#7655B1
MF324905	Rhodococcus phage Alatin	Rerduovirus	#083EE0
MF324904	Rhodococcus phage RexFury	Rerduovirus	#083EE0
MF324902	Rhodococcus phage Krishelle	Rerduovirus	#083EE0
MF324901	Rhodococcus phage Naiad	Rerduovirus	#083EE0
MF324900	Rhodococcus phage StCroix	Rerduovirus	#083EE0
MF324898	Rhodococcus phage Hiro	Rerduovirus	#083EE0
MF140432	Arthrobacter phage Teacup	Gordonvirus	#7D8AAA
MF140401	Arthrobacter phage Caterpillar	Gordonvirus	#7D8AAA
MF140397	Arthrobacter phage Abidatro	Galaxyvirus	#DD20A1
MF189179	Rhodococcus phage Yoncess	Rerduovirus	#083EE0
MF189178	Arthrobacter phage Shade	Marthavirus	#C9DE08
MF189177	Arthrobacter phage Piccoletto	Marthavirus	#C9DE08
MF189176	Arthrobacter phage Jordan	Marthavirus	#C9DE08
MF189175	Arthrobacter phage Tribby	Mudcatvirus	#7655B1
MF189174	Arthrobacter phage Nason	Mudcatvirus	#7655B1
MF189173	Arthrobacter phage Heisenberger	Mudcatvirus	#7655B1
MF189172	Arthrobacter phage Elsa	Mudcatvirus	#7655B1
MF189171	Arthrobacter phage Correa	Mudcatvirus	#7655B1
MF189170	Arthrobacter phage Arcadia	Mudcatvirus	#7655B1
MF377442	Arthrobacter phage Franzy	Marthavirus	#C9DE08
MF377441	Arthrobacter phage Timinator	Marthavirus	#C9DE08
MF141539	Mycobacterium phage MyraDee	Myradeevirus	#863AF6
MF537628	Rhodococcus phage Bonanza	Rerduovirus	#083EE0
MF190168	Mycobacterium phage Spoonbill	Cheoctovirus	#AE5F98
AY129336	Mycobacterium phage Che9d	Avanivirus	#02C81C
MF140405	Mycobacterium phage Clautastrophe	Lumosvirus	#3C6246
MF185730	Mycobacterium phage Miley16	Faithunavirus	#96B1D4
MF185729	Mycobacterium phage KADY	Microwolfvirus	#704728
MF140423	Arthrobacter phage Nightmare	Gordonvirus	#7D8AAA
KY965065	Mycobacterium phage Heffalump	Turbidovirus	#05A49A
KY965064	Mycobacterium phage Pippy	Cheoctovirus	#AE5F98
KY965063	Mycobacterium phage Purple Haze	Microwolfvirus	#704728
MF155936	Mycobacterium phage ZenTime222	Bernalvirus	#E7B394
MF373842	Rhodococcus phage Jester	Rerduovirus	#083EE0
MF133446	Mycobacterium phage Bogie	Fishburnevirus	#4F748C
MF038791	Arthrobacter phage ElephantMan	Gordonvirus	#7D8AAA
MF038790	Arthrobacter phage Niktson	Gordonvirus	#7D8AAA
KY798216	Mycobacterium phage Journey13	Fromanvirus	#A65CE4
KY702574	Mycobacterium phage Kingsley	Cheoctovirus	#AE5F98
KY783914	Mycobacterium phage GardenSalsa	Reyvirus	#EEC667
KY676784	Streptomyces phage ToastyFinz	Raleighvirus	#0EB358
KY471269	Gordonia phage DinoDaryn	Vendettavirus	#0E047E
KY471268	Gordonia phage Huffy	Vendettavirus	#0E047E
KY471267	Mycobacterium phage SassyB	Cheoctovirus	#AE5F98
KY471266	Mycobacterium phage TinaFeyge	Backyardiganvirus	#B02A67
KY464936	Mycobacterium phage Idleandcovert	Veracruzvirus	#646DDF
KY471460	Mycobacterium phage Jabith	Fromanvirus	#A65CE4
KY385384	Mycobacterium phage SimranZ1	Cheoctovirus	#AE5F98
KY385381	Mycobacterium phage EniyanLRS	Wildcatvirus	#E322A6
KY549155	Mycobacterium phage Tinybot	Backyardiganvirus	#B02A67
KY549154	Rhodococcus phage BobbyDazzler	Rerduovirus	#083EE0
KY549153	Rhodococcus phage AngryOrchard	Rerduovirus	#083EE0
KY549152	Mycobacterium phage Maxxinista	Kostyavirus	#EBC5E7
KY365739	Streptomyces phage BabyGotBac	Woodruffvirus	#F60F9A
KY348865	Mycobacterium phage Bubbles123	Cheoctovirus	#AE5F98
KY319168	Mycobacterium phage CrystalP	Kostyavirus	#EBC5E7
KY224001	Mycobacterium phage Blue	Fromanvirus	#A65CE4
KY223999	Mycobacterium phage MrMagoo	Reyvirus	#EEC667
KX712238	Mycobacterium phage Zephyr	Fromanvirus	#A65CE4
KY213952	Mycobacterium phage Petruchio	Fromanvirus	#A65CE4
KY204251	Mycobacterium phage Thanksgivukkah	Backyardiganvirus	#B02A67
KY204250	Mycobacterium phage Kratark	Backyardiganvirus	#B02A67
KY204249	Mycobacterium phage KFPoly	Backyardiganvirus	#B02A67
KY204248	Mycobacterium phage JoongJeon	Backyardiganvirus	#B02A67
KY204247	Mycobacterium phage Funston	Backyardiganvirus	#B02A67
KY204246	Mycobacterium phage Clarenza	Backyardiganvirus	#B02A67
KY204245	Mycobacterium phage Camperdownii	Backyardiganvirus	#B02A67
KY204244	Mycobacterium phage BubbleTrouble	Backyardiganvirus	#B02A67
KY087993	Mycobacterium phage Hammy	Amginevirus	#1230A3
KY083063	Mycobacterium phage Eris	Backyardiganvirus	#B02A67
KY083062	Mycobacterium phage Millski	Backyardiganvirus	#B02A67
KY083061	Mycobacterium phage Palestino	Backyardiganvirus	#B02A67
KY083060	Mycobacterium phage Bruiser	Backyardiganvirus	#B02A67
KY083059	Mycobacterium phage Achebe	Backyardiganvirus	#B02A67
KY083058	Mycobacterium phage Abdiel	Backyardiganvirus	#B02A67
KX831080	Mycobacterium phage Lukilu	Bixzunavirus	#343004
KY012363	Mycobacterium phage Empress	Cheoctovirus	#AE5F98
KX897981	Mycobacterium phage StarStuff	Fromanvirus	#A65CE4
KX817175	Mycobacterium phage Albee	Backyardiganvirus	#B02A67
KX817174	Mycobacterium phage LittleB	Backyardiganvirus	#B02A67
KX817173	Mycobacterium phage Tuco	Kostyavirus	#EBC5E7
KX808131	Mycobacterium phage SuperGrey	Cheoctovirus	#AE5F98
KX808130	Mycobacterium phage Broseidon	Backyardiganvirus	#B02A67
KX808129	Mycobacterium phage Sabinator	Microwolfvirus	#704728
KX758539	Mycobacterium phage Jaan	Pukovnikvirus	#17617B
KX758538	Mycobacterium phage Kerberos	Fromanvirus	#A65CE4
KX670789	Streptomyces phage OlympicHelado	Rimavirus	#5C5902
KX670788	Mycobacterium phage Louie6	Microwolfvirus	#704728
KX756439	Mycobacterium phage PhancyPhin	Charlievirus	#1F7001
KX688047	Mycobacterium phage Marcoliusprime	Timquatrovirus	#B2E099
KX683876	Mycobacterium phage CactusRose	Fromanvirus	#A65CE4
KX683875	Mycobacterium phage Baehexic	Turbidovirus	#05A49A
KX774321	Rhodococcus phage Weasels2	Weaselvirus	#591CEA
KX781992	Mycobacterium phage Gabriel	Bixzunavirus	#343004
KX712237	Rhodococcus phage Partridge	Rerduovirus	#083EE0
KX712236	Rhodococcus phage Yogi	Rerduovirus	#083EE0
KX657793	Mycobacterium phage DarthPhader	Refugevirus	#3BA506
KX664448	Mycobacterium phage Watson	Microwolfvirus	#704728
KX664447	Mycobacterium phage Phaeder	Fromanvirus	#A65CE4
KX550443	Mycobacterium phage Magnito	Fromanvirus	#A65CE4
KX550442	Mycobacterium phage Badger	Backyardiganvirus	#B02A67
KX550441	Mycobacterium phage LittleGuy	Backyardiganvirus	#B02A67
KX589269	Mycobacterium phage Fortunato	Coopervirus	#79EFEF
KX685355	Mycobacterium phage Qobbit	Fromanvirus	#A65CE4
KX610764	Mycobacterium phage Kersh	Cheoctovirus	#AE5F98
KX648373	Mycobacterium phage Cocoaberry	Backyardiganvirus	#B02A67
KX640831	Mycobacterium phage Margo	Veracruzvirus	#646DDF
KX683423	Mycobacterium phage BabyRay	Veracruzvirus	#646DDF
KX641263	Mycobacterium phage Kalpine	Fromanvirus	#A65CE4
KX641262	Mycobacterium phage Nazo	Bignuzvirus	#44AE52
KX641261	Mycobacterium phage Isiphiwo	Gladiatorvirus	#4EBFF6
KX641260	Mycobacterium phage Stasia	Backyardiganvirus	#B02A67
KX620754	Propionibacterium phage G4	Doucettevirus	#CA572A
KX620753	Propionibacterium phage E6	Doucettevirus	#CA572A
KX620752	Propionibacterium phage E1	Anatolevirus	#2D41FA
KX620751	Propionibacterium phage Doucette	Doucettevirus	#CA572A
KX620750	Propionibacterium phage B22	Doucettevirus	#CA572A
KX620749	Propionibacterium phage B3	Anatolevirus	#2D41FA
KX620748	Propionibacterium phage Anatole	Anatolevirus	#2D41FA
KX670828	Mycobacterium phage Todacoro	Veracruzvirus	#646DDF
KX611831	Mycobacterium phage Pharsalus	Kostyavirus	#EBC5E7
KX611788	Rhodococcus phage Harlequin	Rerduovirus	#083EE0
KX580962	Mycobacterium phage Wilder	Faithunavirus	#96B1D4
KX580961	Mycobacterium phage Zakai	Faithunavirus	#96B1D4
KX702320	Mycobacterium phage Bigfoot	Fromanvirus	#A65CE4
KX585252	Mycobacterium phage HortumSL17	Fromanvirus	#A65CE4
KX585251	Mycobacterium phage Waterfoul	Kratiovirus	#989FBE
KX576644	Mycobacterium phage WillSterrel	Cheoctovirus	#AE5F98
KX576643	Mycobacterium phage FriarPreacher	Pegunavirus	#22E335
KX576639	Mycobacterium phage DudeLittle	Turbidovirus	#05A49A
KX576638	Mycobacterium phage Gruunaga	Gladiatorvirus	#4EBFF6
KX579975	Mycobacterium phage Mundrea	Backyardiganvirus	#B02A67
KX574455	Mycobacterium phage Pomar16	Fromanvirus	#A65CE4
KX574454	Mycobacterium phage PacerPaul	Fromanvirus	#A65CE4
KX578071	Mycobacterium phage Mana	Pegunavirus	#22E335
KX557234	Mycobacterium phage Florean	Backyardiganvirus	#B02A67
KX550082	Rhodococcus phage Natosaleda	Rerduovirus	#083EE0
KX507345	Streptomyces phage Brataylor	Likavirus	#787542
KX507344	Streptomyces phage Godpower	Likavirus	#787542
KX507343	Streptomyces phage Lorelei	Likavirus	#787542
KX557288	Rhodococcus phage ChewyVIII	Zierdtviridae	#CFE0F0
KX752698	Mycobacterium phage Tonenili	Bixzunavirus	#343004
KX557286	Gordonia phage Twister6	Wizardvirus	#9185C8
KX557284	Gordonia phage Strosahl	Soupsvirus	#41B0AA
KX557283	Gordonia phage Remus	Soupsvirus	#41B0AA
KX557281	Gordonia phage Jumbo	Gorjumvirus	#486EC4
KX557280	Gordonia phage JSwag	Soupsvirus	#41B0AA
KX557276	Gordonia phage Cucurbita	Smoothievirus	#CA7230
KX557274	Gordonia phage CaptainKirk2	Jujuvirus	#792A7F
KX557272	Gordonia phage Bantam	Bantamvirus	#D8E933
KX443696	Mycobacterium phage Laurie	Rosebushvirus	#D21950
KX522649	Mycobacterium phage Bircsak	Fromanvirus	#A65CE4
KX522943	Mycobacterium phage Gompeii16	Fromanvirus	#A65CE4
KX523125	Mycobacterium phage BuzzBuzz	Microwolfvirus	#704728
KX507362	Mycobacterium phage Aglet	Microwolfvirus	#704728
KX507361	Mycobacterium phage Gardann	Faithunavirus	#96B1D4
KX458237	Mycobacterium phage Penny1	Microwolfvirus	#704728
KX458236	Mycobacterium phage Wilbur	Backyardiganvirus	#B02A67
KX375815	Mycobacterium phage ToneTone	Gladiatorvirus	#4EBFF6
KX369586	Mycobacterium phage Papez	Fromanvirus	#A65CE4
KX369584	Mycobacterium phage Makemake	Fromanvirus	#A65CE4
KX369583	Mycobacterium phage Littleton	Bixzunavirus	#343004
KX344445	Streptomyces phage Nanodon	Likavirus	#787542
KU963253	Gordonia phage Phinally	Leonardvirus	#DF69B5
KX159477	Mycobacterium phage Gattaca	Marvinvirus	#411437
KU997639	Mycobacterium phage Loadrie	Faithunavirus	#96B1D4
KU998256	Gordonia phage Jeanie	Unclassified	#D3D3D3
KU998255	Gordonia phage McGonagall	Unclassified	#D3D3D3
KU998251	Gordonia phage KatherineG	Soupsvirus	#41B0AA
KU998250	Gordonia phage Rosalind	Soupsvirus	#41B0AA
KU998249	Gordonia phage Soups	Soupsvirus	#41B0AA
KU998247	Gordonia phage Bachita	Smoothievirus	#CA7230
KU998246	Gordonia phage ClubL	Smoothievirus	#CA7230
KU998245	Gordonia phage OneUp	Oneupvirus	#50C75C
KU998244	Gordonia phage Smoothie	Smoothievirus	#CA7230
KU998238	Gordonia phage Splinter	Vendettavirus	#0E047E
KU998237	Gordonia phage Vendetta	Vendettavirus	#0E047E
KU998236	Gordonia phage Blueberry	Jujuvirus	#792A7F
KU998235	Gordonia phage Bowser	Bowservirus	#580689
KU998234	Gordonia phage Wizard	Wizardvirus	#9185C8
KU998233	Gordonia phage BritBrat	Britbratvirus	#CA5A72
KU985096	Mycobacterium phage Kazan	Gladiatorvirus	#4EBFF6
KU985095	Mycobacterium phage ChipMunk	Turbidovirus	#05A49A
KU985094	Mycobacterium phage Burger	Backyardiganvirus	#B02A67
KU985093	Mycobacterium phage EvilGenius	Turbidovirus	#05A49A
KU985092	Mycobacterium phage Holli	Backyardiganvirus	#B02A67
KU985091	Mycobacterium phage Hercules11	Microwolfvirus	#704728
KU985090	Mycobacterium phage Shipwreck	Fishburnevirus	#4F748C
KU935729	Mycobacterium phage SkinnyPete	Charlievirus	#1F7001
KU963251	Gordonia phage UmaThurman	Jujuvirus	#792A7F
KU963262	Gordonia phage Benczkowski14	Demosthenesvirus	#A0B2B4
KU963259	Gordonia phage Guacamole	Jujuvirus	#792A7F
KU963255	Gordonia phage Nymphadora	Nymphadoravirus	#C915D9
KU963254	Gordonia phage Obliviate	Jujuvirus	#792A7F
KU963250	Gordonia phage Vivi2	Vividuovirus	#A8D748
KU963248	Gordonia phage Yvonnetastic	Yvonnevirus	#DA96BD
KU963247	Gordonia phage Attis	Attisvirus	#365659
KU935731	Mycobacterium phage Phrann	Charlievirus	#1F7001
KU935730	Mycobacterium phage Pipsqueaks	Charlievirus	#1F7001
KU935728	Mycobacterium phage Xeno	Charlievirus	#1F7001
KU935727	Mycobacterium phage Panchino	Charlievirus	#1F7001
KU935726	Mycobacterium phage Xerxes	Charlievirus	#1F7001
KU865303	Mycobacterium phage TeardropMSU	Kostyavirus	#EBC5E7
KU865302	Mycobacterium phage Brocalys	Cheoctovirus	#AE5F98
KU984914	Mycobacterium phage Malinsilva	Microwolfvirus	#704728
KU867907	Mycobacterium phage Potter	Pegunavirus	#22E335
KU867906	Mycobacterium phage Romney	Backyardiganvirus	#B02A67
KU761559	Mycobacterium phage ArcherNM	Fromanvirus	#A65CE4
KU761558	Mycobacterium phage Loser	Fromanvirus	#A65CE4
KU716094	Mycobacterium phage Eidsmoe	Fromanvirus	#A65CE4
KU695582	Mycobacterium phage McFly	Gladiatorvirus	#4EBFF6
KU695581	Mycobacterium phage Mulciber	Fromanvirus	#A65CE4
KU568494	Mycobacterium phage Bactobuster	Pukovnikvirus	#17617B
KU716095	Mycobacterium phage Myxus	Fromanvirus	#A65CE4
KU613353	Mycobacterium phage Catalina	Fromanvirus	#A65CE4
KU578077	Mycobacterium phage Marie	Microwolfvirus	#704728
