Node_ID	Description	Family	Colour (Family)
PP429227	Rhizobium phage IG49	Unclassified	#D3D3D3
PP429226	Rhizobium phage LG08	Unclassified	#D3D3D3
LC767349	Helicobacter phage KHP40	Unclassified	#D3D3D3
BK068113	Porphyromonas phage phage032a_KCOM2801	Unclassified	#D3D3D3
BK068112	Porphyromonas phage phage031a_D83T3	Unclassified	#D3D3D3
BK068111	Porphyromonas phage phage030a_KCOM2803	Unclassified	#D3D3D3
BK068110	Porphyromonas phage phage029a_Kyudai3	Unclassified	#D3D3D3
BK068109	Porphyromonas phage phage028a_KCOM2799	Unclassified	#D3D3D3
BK068108	Porphyromonas phage phage027a_F0568	Unclassified	#D3D3D3
BK068107	Porphyromonas phage phage026a_KCOM2802	Unclassified	#D3D3D3
BK068106	Porphyromonas phage phage025a_SJD11	Unclassified	#D3D3D3
BK068105	Porphyromonas phage phage024a_F0570	Unclassified	#D3D3D3
BK068104	Porphyromonas phage phage023a_KCOM2797	Unclassified	#D3D3D3
BK068103	Porphyromonas phage phage022a_WW2931	Unclassified	#D3D3D3
BK068102	Porphyromonas phage phage021a_SJD5	Unclassified	#D3D3D3
BK068101	Porphyromonas phage phage020a_SJD2	Unclassified	#D3D3D3
BK068100	Porphyromonas phage phage019a_ATCC49417	Unclassified	#D3D3D3
BK068099	Porphyromonas phage phage018a_AFR5B1	Unclassified	#D3D3D3
BK068098	Porphyromonas phage phage017a_JCVISC001	Unclassified	#D3D3D3
BK068097	Porphyromonas phage phage016a_WW2866	Unclassified	#D3D3D3
BK068096	Porphyromonas phage phage015a_SRR9217400mag3	Unclassified	#D3D3D3
BK068095	Porphyromonas phage phage014a_Kyudai4	Unclassified	#D3D3D3
BK068094	Porphyromonas phage phage013a_WW2885	Unclassified	#D3D3D3
BK068093	Porphyromonas phage phage012a_381OKJP	Unclassified	#D3D3D3
BK068092	Porphyromonas phage phage011a_WW2952	Unclassified	#D3D3D3
BK068091	Porphyromonas phage phage009a_Kyudai3	Unclassified	#D3D3D3
BK068090	Porphyromonas phage phage008a_KCOM2797	Unclassified	#D3D3D3
BK068089	Porphyromonas phage phage006a_EM3	Unclassified	#D3D3D3
BK068088	Porphyromonas phage phage005a_ATCC49417	Unclassified	#D3D3D3
ON456331	Gordonia phage PokyPuppy	Unclassified	#D3D3D3
BK067792	Nitrosopumilaceae spindle-shaped virus	Unclassified	#D3D3D3
BK067791	Nitrosopumilaceae spindle-shaped virus	Unclassified	#D3D3D3
BK067790	Nitrosopumilaceae spindle-shaped virus	Unclassified	#D3D3D3
BK067789	Nitrosopumilaceae spindle-shaped virus	Unclassified	#D3D3D3
BK067788	Nitrosopumilaceae spindle-shaped virus	Unclassified	#D3D3D3
BK067787	Nitrosopumilaceae spindle-shaped virus	Unclassified	#D3D3D3
BK067786	Nitrosopumilaceae spindle-shaped virus	Unclassified	#D3D3D3
BK067785	Nitrosopumilaceae spindle-shaped virus	Unclassified	#D3D3D3
BK067784	Nitrosopumilaceae spindle-shaped virus	Unclassified	#D3D3D3
BK067783	Nitrosopumilaceae spindle-shaped virus	Unclassified	#D3D3D3
BK067782	Nitrosopumilaceae spindle-shaped virus	Unclassified	#D3D3D3
PP758918	Mycobacterium phage Schueller	Unclassified	#D3D3D3
PP758917	Mycobacterium phage Neeharika16	Unclassified	#D3D3D3
PP758916	Mycobacterium phage BabyBack	Unclassified	#D3D3D3
PP758915	Mycobacterium phage TwoPeat	Unclassified	#D3D3D3
PP758914	Mycobacterium phage QTRlifeCrisis	Unclassified	#D3D3D3
PP758913	Mycobacterium phage Pygmy	Unclassified	#D3D3D3
PP758912	Gordonia phage Petito	Unclassified	#D3D3D3
PP758911	Mycobacterium phage Silvy	Unclassified	#D3D3D3
PP750967	Mycobacterium phage BobbyK	Unclassified	#D3D3D3
PP750966	Mycobacterium phage Pharb	Unclassified	#D3D3D3
PP750965	Microbacterium phage Crisis	Unclassified	#D3D3D3
PP750964	Mycobacterium Phage BigBubba	Unclassified	#D3D3D3
PP750963	Mycobacterium phage Stank	Unclassified	#D3D3D3
PP750962	Mycobacterium Phage Xandras	Unclassified	#D3D3D3
PP750961	Mycobacterium phage JustASigh	Unclassified	#D3D3D3
PP750960	Mycobacterium phage Stink	Unclassified	#D3D3D3
PP750959	Mycobacterium phage Hermia	Unclassified	#D3D3D3
PP750958	Mycobacterium phage Farewell	Unclassified	#D3D3D3
PP750957	Mycobacterium phage LilBib	Unclassified	#D3D3D3
PP750956	Mycobacterium phage Ubuntu	Unclassified	#D3D3D3
PP810247	Salmonella phage PMBT37	Unclassified	#D3D3D3
PP810246	Salmonella phage PMBT31	Unclassified	#D3D3D3
PP810245	Salmonella phage PMBT22	Unclassified	#D3D3D3
PP810244	Salmonella phage PMBT21	Unclassified	#D3D3D3
PP856729	Salmonella phage vB_STmST313_KE31	Ackermannviridae	#99CEE5
PP856728	Salmonella phage vB_STmST313_KE30	Ackermannviridae	#99CEE5
PP856727	Salmonella phage vB_STmST313_KE28	Ackermannviridae	#99CEE5
PP856726	Salmonella phage vB_STmST313_KE27	Ackermannviridae	#99CEE5
PP856725	Salmonella phage vB_SEnST11_KE26	Unclassified	#D3D3D3
PP856724	Salmonella phage vB_SEnST11_KE25	Unclassified	#D3D3D3
PP856723	Salmonella phage vB_SEnST11_KE24	Unclassified	#D3D3D3
PP856722	Salmonella phage vB_SEnST11_KE23	Unclassified	#D3D3D3
PP856721	Salmonella phage vB_SEnST11_KE22	Unclassified	#D3D3D3
PP856720	Salmonella phage vB_STmST19_KE18	Autographiviridae	#26AD98
PP856719	Salmonella phage vB_SEnST11_KE17	Unclassified	#D3D3D3
PP856718	Salmonella phage vB_SEnST11_KE16	Unclassified	#D3D3D3
PP856717	Salmonella phage vB_SEnST11_KE15	Unclassified	#D3D3D3
PP856716	Salmonella phage vB_STmST19_KE14	Autographiviridae	#26AD98
PP856715	Salmonella phage vB_STmST19_KE13	Unclassified	#D3D3D3
PP856714	Salmonella phage vB_STmST19_KE12	Unclassified	#D3D3D3
PP856713	Salmonella phage vB_STmST19_KE08	Unclassified	#D3D3D3
PP856712	Salmonella phage vB_SEnST11_KE06	Unclassified	#D3D3D3
PP856711	Salmonella phage vB_STmST19_KE05	Autographiviridae	#26AD98
PP856710	Salmonella phage vB_SEnST11_KE04	Unclassified	#D3D3D3
PP848496	Enterococcus phage vB_EfaS_SZ1	Unclassified	#D3D3D3
PP861117	Synechococcus phage QB2	Kyanoviridae	#478C15
PP854833	Erwinia phage Harbringer	Unclassified	#D3D3D3
PP848306	Pseudomonas phage vB_PaeM_PE1	Unclassified	#D3D3D3
PP844715	Acinetobacter phage vB_AbaM-SPA	Unclassified	#D3D3D3
PP883967	Bacillus phage Jabberwock	Unclassified	#D3D3D3
PP882722	Klebsiella phage BUCT-H1	Autographiviridae	#26AD98
PP946910	Microbacterium phage RicoCaldo	Unclassified	#D3D3D3
PP946909	Microbacterium phage Judebell	Unclassified	#D3D3D3
PP848855	Klebsiella phage vB_Kpn9-P3	Unclassified	#D3D3D3
PP848854	Klebsiella phage vB_Kpn30-P2	Unclassified	#D3D3D3
PP848853	Klebsiella phage vB_Kpn30-P1	Unclassified	#D3D3D3
PP848852	Klebsiella phage vB_Kpn2-P4	Unclassified	#D3D3D3
PP848851	Klebsiella phage vB_Kpn2-P2	Unclassified	#D3D3D3
PP848850	Klebsiella phage vB_Kpn2-P1	Unclassified	#D3D3D3
PP848849	Klebsiella phage vB_Kpn24-P3	Unclassified	#D3D3D3
PP848848	Klebsiella phage vB_Kpn24-P2	Unclassified	#D3D3D3
PP848847	Klebsiella phage vB_Kpn24-P1	Unclassified	#D3D3D3
PP848846	Klebsiella phage vB_Kpn1-P4	Unclassified	#D3D3D3
PP848845	Klebsiella phage vB_Kpn1-P3	Unclassified	#D3D3D3
PP848844	Klebsiella phage vB_Kpn1-P1	Unclassified	#D3D3D3
PP848843	Klebsiella phage vB_Kpn16-P3	Unclassified	#D3D3D3
PP848842	Klebsiella phage vB_Kpn16-P2	Unclassified	#D3D3D3
PP848841	Klebsiella phage vB_Kpn16-P1	Unclassified	#D3D3D3
PP848840	Klebsiella phage vB_Kpn15-P3	Unclassified	#D3D3D3
PP848839	Klebsiella phage vB_Kpn15-P2	Unclassified	#D3D3D3
PP848838	Klebsiella phage vB_Kpn13-P3	Unclassified	#D3D3D3
PP848837	Klebsiella phage vB_Kpn13-P2	Unclassified	#D3D3D3
PP848836	Klebsiella phage vB_Kpn13-P1	Unclassified	#D3D3D3
PP554580	Salmonella phage PMBT35	Unclassified	#D3D3D3
PP554579	Salmonella phage PMBT29	Unclassified	#D3D3D3
PP554578	Salmonella phage PMBT27	Unclassified	#D3D3D3
PP554577	Pseudomonas phage PMBT23	Unclassified	#D3D3D3
PP554576	Klebsiella phage PMBT12	Unclassified	#D3D3D3
PP554575	Escherichia phage PMBT16	Unclassified	#D3D3D3
PP715504	Pseudomonas phage vB_PaeS_HZ_ZJUX1	Unclassified	#D3D3D3
OR941417	Escherichia phage RCF	Unclassified	#D3D3D3
OR992647	Escherichia phage ST-T-K	Unclassified	#D3D3D3
OR992646	Escherichia phage ET-SD-TH	Unclassified	#D3D3D3
OR992645	Escherichia phage EI-SP-GF	Unclassified	#D3D3D3
OR992644	Escherichia phage EP-B-K_E2	Unclassified	#D3D3D3
OR992643	Escherichia phage EP-M-A	Unclassified	#D3D3D3
PP931178	Pseudomonas phage PAB2	Unclassified	#D3D3D3
PP931177	Pseudomonas phage PAB1	Unclassified	#D3D3D3
PP931176	Pseudomonas phage PADD	Unclassified	#D3D3D3
PP931175	Pseudomonas phage PACT201	Unclassified	#D3D3D3
PP931174	Mammaliicoccus phage MSShimriz1	Unclassified	#D3D3D3
PP931173	Pseudomonas phage PAKlein3	Unclassified	#D3D3D3
PP852688	Photobacterium phage TEMp-D2	Unclassified	#D3D3D3
PP852687	Photobacterium phage TEMp-D1	Unclassified	#D3D3D3
PP836963	Klebsiella phage vB_Kp_H02	Unclassified	#D3D3D3
PP836962	Klebsiella phage vB_Kp_H01	Unclassified	#D3D3D3
PP819608	Bacillus phage Adastra	Herelleviridae	#EA8B1A
PP791640	Klebsiella phage KPKp	Unclassified	#D3D3D3
PP791639	Klebsiella phage KPKp	Unclassified	#D3D3D3
PP766723	Pseudomonas phage Baskent_P3_3B	Unclassified	#D3D3D3
PP766722	Pseudomonas phage Baskent_P1_112	Unclassified	#D3D3D3
PP766721	Escherichia phage Baskent_phicoli_1	Autographiviridae	#26AD98
PP537965	Methanobrevibacter smithii tailed virus 1	Unclassified	#D3D3D3
PP511903	Dulem virus 101	Microviridae	#CAA62B
PP511902	Dulem virus 197	Microviridae	#CAA62B
PP511901	Dulem virus 208	Microviridae	#CAA62B
PP511900	Dulem virus 65	Inoviridae	#126EEE
PP511899	Dulem virus 61	Inoviridae	#126EEE
PP511898	Dulem virus 82	Microviridae	#CAA62B
PP511897	Dulem virus 84	Microviridae	#CAA62B
PP511896	Dulem virus 101	Microviridae	#CAA62B
PP511895	Dulem virus 103	Microviridae	#CAA62B
PP511894	Dulem virus 113	Microviridae	#CAA62B
PP511893	Dulem virus 168	Microviridae	#CAA62B
PP511892	Dulem virus 177	Microviridae	#CAA62B
PP511891	Dulem virus 183	Microviridae	#CAA62B
PP511890	Dulem virus 194	Microviridae	#CAA62B
PP511889	Dulem virus 197	Microviridae	#CAA62B
PP511888	Dulem virus 204	Microviridae	#CAA62B
PP511887	Dulem virus 238	Microviridae	#CAA62B
PP511886	Dulem virus 239	Microviridae	#CAA62B
PP511885	Dulem virus 241	Microviridae	#CAA62B
PP511884	Dulem virus 244	Microviridae	#CAA62B
PP511883	Dulem virus 246	Microviridae	#CAA62B
PP511882	Dulem virus 248	Microviridae	#CAA62B
PP511881	Dulem virus 259	Microviridae	#CAA62B
PP511880	Dulem virus 179	Microviridae	#CAA62B
PP511879	Dulem virus 200	Microviridae	#CAA62B
PP511878	Dulem virus 205	Microviridae	#CAA62B
PP511877	Dulem virus 240	Microviridae	#CAA62B
PP511876	Dulem virus 42	Unclassified	#D3D3D3
PP511875	Dulem virus 76	Microviridae	#CAA62B
PP511874	Dulem virus 85	Microviridae	#CAA62B
PP511873	Dulem virus 87	Microviridae	#CAA62B
PP511872	Dulem virus 96	Microviridae	#CAA62B
PP511871	Dulem virus 138	Microviridae	#CAA62B
PP511870	Dulem virus 161	Microviridae	#CAA62B
PP511869	Dulem virus 163	Microviridae	#CAA62B
PP511868	Dulem virus 164	Microviridae	#CAA62B
PP511867	Dulem virus 176	Microviridae	#CAA62B
PP511866	Dulem virus 191	Microviridae	#CAA62B
PP511865	Dulem virus 195	Microviridae	#CAA62B
PP511864	Dulem virus 200	Microviridae	#CAA62B
PP511863	Dulem virus 201	Microviridae	#CAA62B
PP511862	Dulem virus 213	Microviridae	#CAA62B
PP511861	Dulem virus 217	Microviridae	#CAA62B
PP511860	Dulem virus 226	Microviridae	#CAA62B
PP511859	Dulem virus 232	Microviridae	#CAA62B
PP511858	Dulem virus 243	Microviridae	#CAA62B
PP511857	Dulem virus 245	Microviridae	#CAA62B
PP511856	Dulem virus 64	Inoviridae	#126EEE
PP511855	Dulem virus 255	Microviridae	#CAA62B
PP511854	Dulem virus 256	Microviridae	#CAA62B
PP511853	Dulem virus 257	Microviridae	#CAA62B
PP511852	Dulem virus 262	Microviridae	#CAA62B
PP511851	Dulem virus 263	Microviridae	#CAA62B
PP511850	Dulem virus 269	Microviridae	#CAA62B
PP511849	Dulem virus 78	Microviridae	#CAA62B
PP511848	Dulem virus 85	Microviridae	#CAA62B
PP511847	Dulem virus 86	Microviridae	#CAA62B
PP511846	Dulem virus 91	Microviridae	#CAA62B
PP511845	Dulem virus 92	Microviridae	#CAA62B
PP511844	Dulem virus 97	Microviridae	#CAA62B
PP511843	Dulem virus 98	Microviridae	#CAA62B
PP511842	Dulem virus 100	Microviridae	#CAA62B
